text,label
Hearts and Minds (1996),1
Selena (1997),1
The Sun Also Rises,0
Crossfire (1947),1
Blood Feast (1963),1
Montaillou  village occitan de 1294 à 1324,0
Braddock: Missing in Action III (1988),1
Mad About Mambo (2000),1
"Mark of Zorro, The (1940)",1
Tunnel in the Sky (Heinlein's Juveniles  #9),0
"Land Girls, The (1998)",1
A Man's Protection,0
The Complete Short Stories,0
L'Aube du désert,0
Sula,0
A Theory of Fun for Game Design,0
Lady and the Tramp (1955),1
Simply Beautiful Beaded Jewelry,0
"Hatchet: A Guide for Using ""Hatchet"" in the Classroom",0
"Natural Cures ""They"" Don't Want You to Know about",0
Twice Upon a Yesterday (1998),1
"Killing of Sister George, The (1968)",1
Charlie Wilson's War: The Extraordinary Story of the Largest Covert Operation in History,0
Reading Lolita in Tehran: A Memoir in Books,0
Sabrina (1995),1
How I Won the War (1967),1
Death Wish (1974),1
Back to the Future Part III (1990),1
Insurgency and Terrorism: From Revolution to Apocalypse,0
Prometheus Bound and Other Plays,0
Battle Cry of Freedom,0
The Oil Jar and Other Stories,0
The Mistress of Husaby (Kristin Lavransdatter  #2),0
Yeah  I Said It,0
Dead Calm (1989),1
The Walking Dead  Book One (The Walking Dead #1-12),0
2010 (1984),1
Traveller (1997),1
Neuromancer,0
Terms of Endearment (1983),1
Network (1976),1
The Autograph Man,0
House Party 2 (1991),1
"Rescuers, The (1977)",1
"Ebert's ""Bigger"" Little Movie Glossary",0
Code Word Kangaroo (Adam Sharp #6),0
Ocean Star Express,0
The Birth of Tragedy and Other Writings,0
Killer's Kiss (1955),1
Curtis's Charm (1995),1
Warrior of the Light,0
After Collapse: The Regeneration of Complex Societies,0
A First Course in String Theory,0
Wolfskin (Saga of the Light Isles  #1),0
Alaska,0
New Amazons,0
Duck Soup (1933),1
The Out-of-Sync Child Has Fun: Activities for Kids with Sensory Processing Disorder,0
The Passion,0
Nights of Cabiria (Le Notti di Cabiria) (1957),1
Only Mine (Only Series  #2),0
In Search of Captain Zero: A Surfer's Road Trip Beyond the End of the Road,0
The Complete Stories of Theodore Sturgeon  Volume 7: A Saucer of Loneliness,0
The Dew Breaker,0
Raven (Orphans  #4),0
Faster Pussycat! Kill! Kill! (1965),1
Witness (1985),1
"Guns of Navarone, The (1961)",1
"Tomb of Ligeia, The (1965)",1
The History of Rome  Books 21-30: The War with Hannibal,0
Phantoms in the Brain: Probing the Mysteries of the Human Mind,0
God Created the Integers: The Mathematical Breakthroughs That Changed History,0
Death Becomes Her (1992),1
Merry Christmas  Amelia Bedelia,0
My Favorite Year (1982),1
They Came from Below,0
How Green Was My Valley (1941),1
Doctor Dolittle (1998),1
Doug's 1st Movie (1999),1
Crimes Against Nature: How George W. Bush and His Corporate Pals Are Plundering the Country and Hijacking Our Democracy,0
The Stranger from Paradise: A Biography of William Blake,0
Les Miserables (Stepping Stones),0
Horton Hears a Who!,0
Brokedown Palace (1999),1
I Love Saturdays y domingos,0
"Underneath, The (1995)",1
Summer for the Gods: The Scopes Trial and America's Continuing Debate Over Science and Religion,0
Memoria de mis putas tristes,0
Logan's Run (1976),1
Slappy and the Stinkers (1998),1
The Blank Slate: The Modern Denial of Human Nature,0
The Sunset Limited,0
Light of Day (1987),1
The Dosadi Experiment (ConSentiency Universe  #2),0
Bloodsucking Fiends (A Love Story  #1),0
Uzumaki: Spiral Into Horror  Vol. 3,0
A Harlot High and Low,0
Les jeux sont faits,0
The Changeling,0
Lost Illusions (La Comédie Humaine),0
Spandau: The Secret Diaries,0
Kids (1995),1
Shanghai Surprise (1986),1
The Art of Dreaming,0
Red Dawn (1984),1
Railroaded! (1947),1
It's Winter,0
Der Fänger im Roggen,0
The Choirboys,0
Horror Hotel (a.k.a. The City of the Dead) (1960),1
Ace Ventura: When Nature Calls (1995),1
"Kentucky Fried Movie, The (1977)",1
4th of July (Women's Murder Club  #4),0
The Dive From Clausen's Pier,0
Predator 2 (1990),1
Misery,0
Broadcast News (1987),1
Batman Returns (1992),1
The Art of Shakespeare's Sonnets,0
Titus (1999),1
Nadja (1994),1
Arms and Armor: A Pictorial Archive from Nineteenth-Century Sources,0
The Eyes of the Dragon,0
Quest for Camelot (1998),1
Last Night: Stories,0
Black Dog (1998),1
My Favorite Martian (1999),1
Bookends,0
Dr No / Moonraker / Thunderball / From Russia with Love / On Her Majesty's Secret Service / Goldfinger,0
The Rise of Theodore Roosevelt,0
Before Night Falls,0
Schöne Lügen,0
Delicatessen (1991),1
Stalker (1979),1
Cat People (1982),1
Cromartie High School  Vol. 06,0
Liar Liar (1997),1
A Little House Traveler: Writings from Laura Ingalls Wilder's Journeys Across America,0
The Punisher  Vol. 6: Confederacy of Dunces,0
Alien: Resurrection (1997),1
Young and Innocent (1937),1
Virginia Woolf: An Inner Life,0
犬夜叉 26,0
"Garcu, Le (1995)",1
The Road to Dune,0
"Goonies, The (1985)",1
"Cell, The (2000)",1
The Complete Films Of Alfred Hitchcock,0
The Spectator Bird,0
"Nearer the Moon: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin  1937-1939",0
Drop Dead Fred (1991),1
Orlando,0
Women on the Verge of a Nervous Breakdown (1988),1
Ruthless People (1986),1
12 Angry Men (1957),1
Blue Velvet (1986),1
Something to Talk About (1995),1
Fantastic Beasts and Where to Find Them (Hogwarts Library),0
Metisse (Café au Lait) (1993),1
Stealing Beauty (1996),1
Trick or Treat (1986),1
The Gift of Asher Lev,0
Voyage to the Beginning of the World (1997),1
The Tipping Point: How Little Things Can Make a Big Difference,0
The Princes of Ireland (The Dublin Saga  #1),0
What About Bob? (1991),1
History of Political Philosophy,0
In the Shadow of Young Girls in Flower (In Search of Lost Time  #2),0
"American Tail: Fievel Goes West, An (1991)",1
Repo Man (1984),1
Too Busy Not to Pray: Slowing Down to Be With God,0
One False Move (1991),1
Virus (1999),1
Kama Sutra: A Tale of Love (1996),1
Backbeat (1993),1
Howards End,0
SLC Punk! (1998),1
Twister (1996),1
Grace of My Heart (1996),1
Tales from Earthsea (Earthsea Cycle  #5),0
"Great Locomotive Chase, The (1956)",1
The Kitchen God's Wife,0
The Big Money (U.S.A.  #3),0
The Metaphysical Club,0
Kids of Survival (1993),1
Ancilla to the Pre-Socratic Philosophers,0
All Things Fair (1996),1
Intimate Relations (1996),1
Gulliver's Travels,0
The Hunchback of Notre-Dame,0
Babe: Pig in the City (1998),1
The Eyes of Heisenberg,0
The Shining,0
Top Gun (1986),1
The Maltese Falcon,0
"Mariachi, El (1992)",1
Cradle and All,0
No More Christian Nice Guy: When Being Nice--Instead of Good--Hurts Men  Women and Children,0
French Twist (Gazon maudit) (1995),1
Prince of the Blood (Krondor's Sons  #1),0
I Still Know What You Did Last Summer (1998),1
The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,0
Eden,0
The Regeneration Trilogy (Regeneration  #1-3),0
"Bell, Book and Candle (1958)",1
Tea with Mussolini (1999),1
Rabbit Novels: Rabbit  Run and Rabbit Redux,0
A Passage to India,0
Never Been Kissed (1999),1
Airplane II: The Sequel (1982),1
Father to Son  (The Destroyer  #129),0
The Gospel According to Jesus Christ,0
Love in Bloom (1935),1
When We Were Orphans,0
In the Land of Time: And Other Fantasy Tales,0
The Odyssey,0
The Grail: A Year Ambling & Shambling Through an Oregon Vineyard in Pursuit of the Best Pinot Noir Wine in the Whole Wild World,0
"Eyes of Tammy Faye, The (2000)",1
"Player, The (1992)",1
Prancer (1989),1
A Birthday for Frances,0
Lay Down My Sword And Shield (Hackberry Holland  #1),0
Ancient Greece and the Olympics (Magic Tree House Research Guide  #10),0
The Brothers Karamazov,0
Blank Check (1994),1
Rachel se va de viaje (La familia Walsh  #2),0
Mystical Paths (Starbridge  #5),0
Ultimate Punishment,0
Boxing Helena (1993),1
The Girlhood Diary of Louisa May Alcott  1843-1846: Writings of a Young Author,0
Freddy's Dead: The Final Nightmare (1991),1
The Women's War,0
Fables  Vol. 6: Homelands,0
Light Years (1988),1
Cyclo (1995),1
Seaward,0
Gospa (1995),1
The Dream Kingdom (The Morland Dynasty  #26),0
In Love and War (1996),1
Boys and Girls (2000),1
PHP & MySQL For Dummies,0
Teaching the World's Children: ESL for Ages Three to Seven (The Pippin Teacher's Library),0
X: The Unknown (1956),1
T-Men (1947),1
Shattered Image (1998),1
Kurt & Courtney (1998),1
A Fistful of Charms (The Hollows  #4),0
A Certain Justice (Adam Dalgliesh  #10),0
Guilty as Sin (1993),1
Saints at the River,0
Angel on My Shoulder (1946),1
Thunderbolt and Lightfoot (1974),1
Shine (1996),1
The Idiot,0
"House of Yes, The (1997)",1
One Tough Cop (1998),1
Happy Weekend (1996),1
The Cursed One (Wild Wulfs of London  #3),0
Crime and Punishment in Suburbia (2000),1
The Dharma Bums,0
Lost,0
Dark Water's Embrace (Mictlan  #1),0
Dial M for Murder (1954),1
Canadian Bacon (1994),1
Godzilla (Gojira) (1984),1
My First Word Touch and Feel,0
The Stranger,0
Children of the Corn IV: The Gathering (1996),1
Portraits Chinois (1996),1
The Puppet and the Dwarf: The Perverse Core of Christianity,0
The Treasure Hunt: A Little Bill Book,0
Laura (1944),1
Three to Tango (1999),1
Four Mothers,0
Heirs of General Practice,0
Reindeer Games (2000),1
23 Days in July: Inside the Tour de France and Lance Armstrong's Record-Breaking Victory,0
Managers Not MBAs: A Hard Look at the Soft Practice of Managing and Management Development,0
The Complete Novels of Jane Austen,0
Pink Box: Inside Japan's Sex Clubs,0
Children of God (The Sparrow  #2),0
Contingency  Hegemony  Universality: Contemporary Dialogues on the Left,0
Star Kid (1997),1
The Mottled Lizard,0
Life Doesn't Frighten Me,0
Letters to J. D. Salinger,0
Duets (2000),1
Oswald Chambers  Abandoned to God: The Life Story of the Author of My Utmost for His Highest,0
Cleansing the Doors of Perception: The Religious Significance of Entheogenic Plants and Chemicals,0
Set It Off (1996),1
Little Boy Blue (1997),1
The Fraternity of the Stone (Mortalis  #2),0
Tough and Deadly (1995),1
The Mephisto Club (Rizzoli & Isles  #6),0
Collected Stories,0
A Prayer for Owen Meany,0
Charlotte's Web,0
Labyrinth of Evil (Star Wars: The Dark Lord Trilogy  #1),0
Caribbean,0
8 1/2 Women (1999),1
Walkabout (1971),1
Major Payne (1994),1
Loser (2000),1
The Return of Lum  Volume 5: Feudal Furor (Urusei Yatsura  #6),0
Misty of Chincoteague (Misty  #1),0
Every Night Italian: Every Night Italian,0
Kronos (1957),1
Horse Sense: How to Pull Ahead on the Business Track,0
Peggy Sue Got Married (1986),1
The Monster at the End of this Book,0
Rocketship X-M (1950),1
Immortal Beloved (1994),1
How to Be a Player (1997),1
The Call of the Wild,0
彼方から 13,0
"Band Wagon, The (1953)",1
A Matter Of Trust,0
Chaucer's Canterbury Tales (Selected): An Interlinear Translation,0
Hostile Intentions (1994),1
Benji the Hunted (1987),1
Friday the 13th Part VI: Jason Lives (1986),1
Female Chauvinist Pigs: Women and the Rise of Raunch Culture,0
Anthony Thwaite: In Conversation With Peter Dale and Ian Hamilton,0
"Acid House, The (1998)",1
"Thing From Another World, The (1951)",1
"I Love You, Don't Touch Me! (1998)",1
"World Is Not Enough, The (1999)",1
"View to a Kill, A (1985)",1
Emergence: Labeled Autistic,0
Fun and Fancy Free (1947),1
Butterfly Kiss (1995),1
"Aristocats, The (1970)",1
Forever Young (1992),1
Elizabeth (1998),1
The Last Days of Socrates,0
Goodnight Nobody,0
Labyrinth (1986),1
25 Ways to Win with People: How to Make Others Feel Like a Million Bucks,0
Little Women (1994),1
Thunderball (1965),1
"Happy, Texas (1999)",1
Erin Brockovich (2000),1
Center Stage (2000),1
The Church and the Second Sex,0
"Rugrats Movie, The (1998)",1
Trainspotting,0
M. Butterfly (1993),1
Clay Pigeons (1998),1
Charms for the Easy Life,0
After Life (1998),1
Tom and Huck (1995),1
Assault on Precinct 13 (1976),1
Howards End,0
Feeling Better  Getting Better  Staying Better: Profound Self-Help Therapy for Your Emotions,0
"Fantastic Planet, The (La Planète sauvage) (1973)",1
Bulworth (1998),1
"Naked Man, The (1998)",1
"Three Caballeros, The (1945)",1
Technical Manual and Dictionary of Classical Ballet,0
"Great Race, The (1965)",1
BASEketball (1998),1
A Visitation of Spirits,0
Uncommon Grounds (Maggy Thorsen Mystery #1),0
The Bridge at Andau,0
Runaway (1984),1
Atlas Shrugged,0
Ride with the Devil (1999),1
"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",1
A Midwife's Tale: The Life of Martha Ballard  Based on Her Diary  1785-1812,0
"Price Above Rubies, A (1998)",1
Blue Streak (1999),1
Loser (1991),1
The Path Between the Seas: The Creation of the Panama Canal  1870-1914,0
The Shawshank Redemption: The Shooting Script,0
Hiroshima,0
The Canterbury Tales,0
Buena Vista Social Club (1999),1
The Historian,0
Waking Ned Devine (1998),1
King of New York (1990),1
Loaded (1994),1
The Mezentian Gate,0
Bitter Moon (1992),1
Cathedral  Forge  and Waterwheel: Technology and Invention in the Middle Ages,0
The Great Gatsby,0
Thomas and the Magic Railroad (2000),1
Nineteen Minutes,0
They Might Be Giants (1971),1
Heidi Fleiss: Hollywood Madam (1995),1
Wanderlust: A History of Walking,0
"Innocent Sleep, The (1995)",1
Pandora and the Flying Dutchman (1951),1
Gone in 60 Seconds (2000),1
Evolution's Darling,0
Shards of a Broken Crown (The Serpentwar Saga  #4),0
Speed 2: Cruise Control (1997),1
John  Paul  George & Ben,0
Courageous Faith Through the Year,0
Reading in the Dark,0
"Sugarland Express, The (1974)",1
Henry: Portrait of a Serial Killer (1990),1
Fausto (1993),1
J.D. Salinger's Catcher in the Rye (Modern Critical Interpretations),0
Haruki Murakami and the Music of Words,0
Vanishing Acts,0
Broadway Damage (1997),1
Harry Potter y la Orden del Fénix (Harry Potter  #5),0
Millie's Fling,0
Creepshow,0
Incantation,0
The Control of Nature,0
Richie Rich (1994),1
Polish Wedding (1998),1
Jill the Reckless,0
The Echo Maker,0
Trouble in Paradise (1932),1
Trixie (1999),1
Mighty Joe Young (1949),1
Silence,0
The Beatles Illustrated Lyrics,0
Every Second Counts,0
MacKenna's Gold (1969),1
La casa en Mango Street,0
Trial by Fire (Stargate SG-1  #1),0
1599: A Year in the Life of William Shakespeare,0
Strictly Ballroom (1992),1
Jojo's Bizarre Adventure  Tome 14: Le revolver est plus fort que l'épée (Stardust Crusaders  #3),0
Gridlock'd (1997),1
The New Annotated Sherlock Holmes: The Novels,0
One L: The Turbulent True Story of a First Year at Harvard Law School,0
Stargirl (Stargirl  #1),0
Bulletproof (1996),1
King Kong (1933),1
Eyes Wide Shut (1999),1
Little Women,0
Basquiat (1996),1
"Brady Bunch Movie, The (1995)",1
Unzipped (1995),1
"Jackal, The (1997)",1
"Muppet Christmas Carol, The (1992)",1
3 Strikes (2000),1
Team of Rivals: The Political Genius of Abraham Lincoln,0
"Little Princess, The (1939)",1
Frisk (1995),1
Your Eight Year Old: Lively and Outgoing,0
Uncharted Territory,0
Darby O'Gill and the Little People (1959),1
Devil in a Blue Dress (1995),1
Literature Circle Guide: A Wrinkle in Time,0
Hard Times,0
The Return of Grand Theory in the Human Sciences,0
Notes on a Scandal,0
Talk of Angels (1998),1
Touch (1997),1
The Pilgrimage: A Contemporary Quest for Ancient Wisdom,0
Wouldn't Take Nothing for My Journey Now,0
The Unconsoled,0
Don Quixote,0
"Conformist, The (Il Conformista) (1970)",1
Cavalcade (1933),1
Spartacus (1960),1
Here on Earth (2000),1
Island,0
The Hungry Tide,0
The Guide to Dan Brown's the Solomon Key,0
Remember (Redemption  #2),0
We're Back! A Dinosaur's Story (1993),1
Miss Marple Omnibus Vol. 3 (Murder at the Vicarage / Nemesis / Sleeping Murder / At Bertram's Hotel),0
The Rise of Endymion (Hyperion Cantos  #4),0
Play Dirty,0
Your Friends and Neighbors (1998),1
"'burbs, The (1989)",1
Book of Nightmares (Diadem  Worlds of Magic  #6),0
Threesome (1994),1
Love Jones (1997),1
Nausicaä of the Valley of the Wind  Vol. 5 (Nausicaä of the Valley of the Wind  #5),0
Finding North (1999),1
"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)",1
A Midwife's Story,0
"13th Warrior, The (1999)",1
Rocky (1976),1
Summer of Night (Seasons of Horror  #1),0
Return to Paradise (1998),1
I. Asimov,0
The People of Paper,0
"Big Squeeze, The (1996)",1
Passion of Mind (1999),1
The Rise of Christianity : A Sociologist Reconsiders History,0
Mutants: On Genetic Variety and the Human Body,0
My Bodyguard (1980),1
Diabetes Meal Planning Made Easy,0
Ritual Sins,0
Open Season (1996),1
Kidnapped (1960),1
The Ends Of The Earth: A Journey At The Dawn Of The 21st Century,0
"Man Who Would Be King, The (1975)",1
Cross Stitch (Outlander  #1),0
Mortals,0
The New Jessica (Sweet Valley High  #32),0
Marie Baie Des Anges (1997),1
Alice in Wonderland (1951),1
"Nightmare on Elm Street, A (1984)",1
The Death and Rebirth of the Seneca,0
Judgment Night (1993),1
Operation Condor (Feiying gaiwak) (1990),1
Europe Central,0
"Boys, Les (1997)",1
A Tangled Web,0
Siddhartha,0
Lost & Found (1999),1
Henry V (1989),1
Operation Shylock: A Confession,0
Yakitate!! Japan  Volume 4,0
Consider the Lilies,0
Bye-Bye (1995),1
Meatballs 4 (1992),1
Harlem (1993),1
"Wrong Trousers, The (1993)",1
Les Nouvelles Recettes irrésistibles de Roald Dahl,0
A Divine Revelation of Hell,0
Gothic (1986),1
Moose Master (Adam Sharp #5),0
Repossessed (1990),1
The Executioner's Song,0
Ghost Dog: The Way of the Samurai (1999),1
The Clan of the Cave Bear (Earth's Children  #1),0
Raising the Bar: Ministry to Youth in the New Millennium,0
"Curse of Frankenstein, The (1957)",1
Jakob the Liar (1999),1
Swan Song,0
The Zen of CSS Design: Visual Enlightenment for the Web,0
The BFG: A Set of Plays,0
Blow-Out (La Grande Bouffe) (1973),1
A Stroke of Midnight (Merry Gentry  #4),0
The Man Who Loved Jane Austen (The Man Who Loved Jane Austen #1),0
The Heart Is a Lonely Hunter,0
Arachnophobia (1990),1
Psyche in a Dress,0
The Devil's in the Details (A Camilla MacPhee Mystery  #4),0
Sophie's Choice (1982),1
Cities of the Plain (The Border Trilogy  #3),0
How Stella Got Her Groove Back (1998),1
Airport 1975 (1974),1
"Return of Jafar, The (1993)",1
The Celestine Vision: Living the New Spiritual Awareness,0
Death and the Maiden (1994),1
So Dear to My Heart (1949),1
Exorcist II: The Heretic (1977),1
The End of Nana Sahib: The Steam House (Extraordinary Voyages  #20),0
Angel Baby (1995),1
Say Anything... (1989),1
Sunset Park (1996),1
Entertaining Angels: The Dorothy Day Story (1996),1
Firefly,0
Ratchet (1996),1
Drop Shot (Myron Bolitar  #2),0
Broken Vessels (1998),1
"Law, The (Le Legge) (1958)",1
Trees Lounge (1996),1
Orgazmo (1997),1
Family (Firstborn  #4),0
